unamed,ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry
74,TGNA,"TEGNA, Inc.",62496,111,David Lougee,6958477,Communication Services
1518,TITN,Titan Machinery Inc.,62462,8,David Meyer,483700,Industrials
406,GIS,"General Mills, Inc.",62454,196,Jeffrey Harmening,12266195,Consumer Staples
1507,SSD,"Simpson Manufacturing Co., Inc.",62385,63,Karen Colonias,3914701,Industrials
2102,VNO,Vornado Realty Trust,62287,157,Steven Roth,9763351,Real Estate
1574,ADP,"Automatic Data Processing, Inc.",62238,335,Carlos Rodriguez,20827092,Information Technology
586,ALL,The Allstate Corporation,62235,306,Thomas Wilson,19066920,Financials
1108,MDRX,"Allscripts Healthcare Solutions, Inc.",62216,170,Paul Black,10599964,Health Care
593,AMSF,"AMERISAFE, Inc.",62195,31,G. Frost,1927841,Financials
1118,MPLN,MultiPlan Corp.,62125,145,Mark Tabak,9016080,Health Care
1460,OFLX,"Omega Flex, Inc.",62120,48,Kevin Hoben,2975133,Industrials
1317,DLX,Deluxe Corporation,62096,126,Barry McCarthy,7822945,Industrials
131,CHGG,"Chegg, Inc.",62035,339,Daniel Rosensweig,21005605,Consumer Discretionary
1667,EVOP,"EVO Payments, Inc.",62033,124,James Kelly,7671571,Information Technology
1860,ARNC,Arconic Corp.,62021,172,Timothy Myers,10686391,Materials
703,FFBC,First Financial Bancorp,61961,49,Archie Brown Jr.,3054247,Financials
1391,IEX,IDEX Corporation,61933,109,Eric Ashleman,6719772,Industrials
944,WTM,"White Mountains Insurance Group, Ltd.",61862,116,Manning Rountree,7185569,Financials
1792,RXT,"Rackspace Technology, Inc.",61860,570,Kevin Jones,35270070,Information Technology
867,SBCF,Seacoast Banking Corporation of Florida,61816,45,Charles Shaffer,2771441,Financials
245,LRN,"Stride, Inc.",61798,124,James Rhyu,7691994,Consumer Discretionary
1348,FTV,Fortive Corporation,61746,269,James Lico,16598719,Industrials
415,JBSS,"John B. Sanfilippo & Son, Inc.",61744,29,Jeffrey Sanfilippo,1776327,Consumer Staples
913,UBSI,"United Bankshares, Inc.",61726,75,Richard Adams,4629578,Financials
1701,ITRI,"Itron, Inc.",61721,74,Thomas Deitrich,4540331,Information Technology
286,POOL,Pool Corporation,61709,90,Peter Arvan,5575384,Consumer Discretionary
1946,SMG,The Scotts Miracle-Gro Company,61592,133,James Hagedorn,8169861,Materials
397,DAR,Darling Ingredients Inc.,61557,129,Randall Stuewe,7956652,Consumer Staples
1484,ROK,"Rockwell Automation, Inc.",61470,179,Blake Moret,10987704,Industrials
708,FHN,First Horizon Corporation,61465,137,D. Jordan,8414496,Financials
892,STT,State Street Corporation,61463,230,Ronald O'Hanley,14113660,Financials
1505,SPXC,"SPX Technologies, Inc.",61414,106,Eugene Lowe III,6517485,Industrials
306,SAH,"Sonic Automotive, Inc.",61413,106,David Smith,6511243,Consumer Discretionary
1344,FLR,Fluor Corporation,61398,177,David Constable,10859187,Industrials
1214,UNH,UnitedHealth Group Incorporated,61379,300,Andrew Witty,18433143,Health Care
1417,LII,Lennox International Inc.,61371,82,Todd Bluedorn,5027345,Industrials
1282,BLDR,"Builders FirstSource, Inc.",61301,165,David Flitman,10129559,Industrials
2003,DEI,"Douglas Emmett, Inc.",61284,148,Jordan Kaplan,9071244,Real Estate
904,TOWN,TowneBank,61270,28,J. Davis,1726871,Financials
1956,TROX,Tronox Holdings Plc,61101,84,Jean-Francois Turgeon,5117860,Materials
1486,ROLL,RBC Bearings Incorporated,61074,317,Michael Hartnett,19390866,Industrials
718,FNLC,"The First Bancorp, Inc.",61050,19,Tony McKim,1148274,Financials
1294,CIX,CompX International Inc.,61041,19,Scott James,1185257,Industrials
1448,NL,"NL Industries, Inc.",61041,15,Courtney Riley,945000,Industrials
377,BF.B,Brown-Forman Corporation,61040,137,Lawson Whiting,8364936,Consumer Staples
1395,ITW,Illinois Tool Works Inc.,61011,341,E. Santi,20787622,Industrials
427,MED,"Medifast, Inc.",60944,114,Daniel Chard,6930636,Consumer Staples
897,TCBK,TriCo Bancshares,60882,40,Richard Smith,2441604,Financials
1026,CYH,"Community Health Systems, Inc.",60868,157,Tim Hingtgen,9526625,Health Care
1246,AIR,AAR Corp.,60803,203,John Holmes,12327343,Industrials
1319,DNOW,NOW Inc.,60750,99,David Cherechinsky,5988481,Industrials
443,REYN,"Reynolds Consumer Products, Inc.",60746,98,Lance Mitchell,5940377,Consumer Staples
403,FIZZ,National Beverage Corp.,60622,184,Nick Caporella,11148959,Consumer Staples
1444,MWA,"Mueller Water Products, Inc.",60507,79,J. Hall,4807096,Industrials
1967,ZEUS,"Olympic Steel, Inc.",60488,60,Richard Marabito,3620093,Materials
1850,ZBRA,Zebra Technologies Corporation,60450,225,Anders Gustafsson,13589616,Information Technology
1329,ENS,EnerSys,60376,113,David Shaffer,6852166,Industrials
1439,MRTN,"Marten Transport, Ltd.",60317,23,Timothy Kohl,1417298,Industrials
1506,SRCL,"Stericycle, Inc.",60304,110,Cindy Miller,6655585,Industrials
2038,JLL,Jones Lang LaSalle Incorporated,60300,213,Christian Ulbrich,12856819,Real Estate
725,FULT,Fulton Financial Corporation,60288,70,E. Wenger,4207894,Financials
1517,TILE,"Interface, Inc.",60270,90,Daniel Hendrix,5418096,Industrials
760,INDB,Independent Bank Corp.,60263,46,Christopher Oddleifson,2783438,Financials
1380,HTLD,"Heartland Express, Inc.",60226,13,Michael Gerdin,797900,Industrials
1347,FSS,Federal Signal Corporation,60214,78,Jennifer Sherman,4672213,Industrials
1639,CSGS,"CSG Systems International, Inc.",60208,96,Brian Shepherd,5763015,Information Technology
1516,THR,"Thermon Group Holdings, Inc.",60135,50,Bruce Thames,3010410,Industrials
325,SWBI,"Smith & Wesson Brands, Inc.",60055,47,Mark Smith,2821898,Consumer Discretionary
15,CHTR,"Charter Communications, Inc.",60007,698,Thomas Rutledge,41860263,Communication Services
631,BUSE,First Busey Corporation,59999,35,Van Dukeman,2116540,Financials
1948,SSRM,SSR Mining Inc.,59865,93,Rodney Antal,5572402,Materials
1278,BCC,Boise Cascade Co.,59837,90,Nate Jorgensen,5398488,Industrials
39,IPG,"The Interpublic Group of Companies, Inc.",59814,290,Philippe Krakowsky,17371647,Communication Services
324,STRA,"Strategic Education, Inc.",59737,104,Karl McDonnell,6197825,Consumer Discretionary
1519,TKR,The Timken Company,59720,162,Richard Kyle,9665330,Industrials
1499,SNA,Snap-on Incorporated,59712,165,Nicholas Pinchuk,9872946,Industrials
1869,BCPC,Balchem Corporation,59524,97,Theodore Harris,5761673,Materials
459,UNFI,"United Natural Foods, Inc.",59523,147,J. Miller Douglas,8722292,Consumer Staples
1076,INGN,"Inogen, Inc.",59513,118,Nabil Shabshab,7036373,Health Care
533,NOV,NOV Inc.,59494,195,Clay Williams,11582064,Energy
1456,NWPX,Northwest Pipe Company,59445,33,Scott Montross,1943875,Industrials
51,MSGS,Madison Square Garden Sports Corp.,59310,140,Andrew Lustgarten,8280968,Communication Services
1795,SCSC,"ScanSource, Inc.",59309,95,Michael Baur,5647684,Information Technology
849,RBCAA,"Republic Bancorp, Inc.",59304,11,Steven Trager,662550,Financials
70,SSP,The E.W. Scripps Co.,59299,124,Adam Symson,7353669,Communication Services
818,ONB,Old National Bancorp,59258,67,James Ryan,3971101,Financials
650,CFR,"Cullen/Frost Bankers, Inc.",59106,88,Phillip Green,5186313,Financials
721,FRBK,"Republic First Bancorp, Inc.",59053,11,Harry Madonna,634548,Financials
1147,OSUR,"OraSure Technologies, Inc.",58959,50,Stephen Tang,2959781,Health Care
1947,SON,Sonoco Products Company,58933,112,Robert Coker,6618454,Materials
1385,HWM,Howmet Aerospace Inc.,58921,292,John Plant,17189000,Industrials
665,COOP,"Mr. Cooper Group, Inc.",58882,149,Jay Bray,8761455,Financials
624,BRK.B,Berkshire Hathaway Inc.,58881,6,Warren Buffett,373204,Financials
1265,ASTE,"Astec Industries, Inc.",58844,59,Barry Ruffalo,3469725,Industrials
1513,TDG,TransDigm Group Incorporated,58837,365,Kevin Stein,21484504,Industrials
821,ORRF,"Orrstown Financial Services, Inc.",58822,33,Thomas Quinn,1967057,Financials
1994,CPT,Camden Property Trust,58767,73,Richard Campo,4285423,Real Estate
791,MOFG,"MidWestOne Financial Group, Inc.",58751,20,Charles Funk,1156260,Financials
184,FTDR,"Frontdoor, Inc.",58653,105,Rexford Tibbens,6150602,Consumer Discretionary
537,OIS,"Oil States International, Inc.",58647,81,Cynthia Taylor,4761053,Energy
1259,APG,APi Group Corporation,58443,137,Russell Becker,8027508,Industrials
737,HBAN,Huntington Bancshares Incorporated,58430,165,Stephen Steinour,9619178,Financials
796,MSCI,MSCI Inc.,58415,177,Henry Fernandez,10338312,Financials
1887,DNMR,"Danimer Scientific, Inc.",58350,1232,Stephen Croskrey,71863803,Materials
706,FHB,"First Hawaiian, Inc.",58193,76,Robert Harrison,4427813,Financials
668,CRD.B,Crawford & Company,58181,43,Rohit Verma,2487739,Financials
22,DISH,DISH Network Corporation,58161,50,W. Carlson,2895882,Communication Services
647,CCNE,CNB Financial Corporation,58118,52,Joseph Bower,3028549,Financials
1361,GRC,The Gorman-Rupp Company,58107,19,Jeffrey Gorman,1078110,Industrials
1328,EMR,Emerson Electric Co.,58101,261,Surendralal Karsanbhai,15178106,Industrials
1358,GMS,"GMS, Inc.",58059,87,John Turner Jr.,5079038,Industrials
116,BKNG,Booking Holdings Inc.,58005,931,Glenn Fogel,53982195,Consumer Discretionary
1378,HSC,Harsco Corporation,57942,93,F. Grasberger,5393717,Industrials
383,CAG,"Conagra Brands, Inc.",57855,206,Sean Connolly,11947054,Consumer Staples
801,NBHC,National Bank Holdings Corporation,57822,52,G. Laney,3009547,Financials
1490,RUN,"Sunrun, Inc.",57719,118,Mary Powell,6824935,Industrials
888,SRCE,1st Source Corporation,57693,35,Christopher Murphy,2010211,Financials
1497,SITE,"SiteOne Landscape Supply, Inc.",57689,105,Doug Black,6048793,Industrials
1671,FARO,"FARO Technologies, Inc.",57631,69,Michael Burger,3962999,Information Technology
1876,CDE,"Coeur Mining, Inc.",57626,64,Mitchell Krebs,3703859,Materials
1097,LH,Laboratory Corporation of America Holdings,57614,357,Adam Schechter,20551605,Health Care
1405,KBAL,"Kimball International, Inc.",57584,40,Kristine Juster,2276898,Industrials
1882,CMC,Commercial Metals Company,57580,177,Barbara Smith,10207641,Materials
1782,QRVO,"Qorvo, Inc.",57510,175,Robert Bruggeworth,10072684,Information Technology
1455,NVT,nVent Electric Plc,57468,185,Beth Wozniak,10651343,Industrials
1268,ATRO,Astronics Corporation,57442,43,Peter Gundermann,2452637,Industrials
1292,CHRW,"C.H. Robinson Worldwide, Inc.",57391,178,Robert Biesterfeld,10233276,Industrials
1229,WST,"West Pharmaceutical Services, Inc.",57357,165,Eric Green,9472757,Health Care
1988,CBRE,"CBRE Group, Inc.",57349,243,Robert Sulentic,13908085,Real Estate
1470,PNR,Pentair plc,57343,164,John Stauch,9429546,Industrials
456,TR,"Tootsie Roll Industries, Inc.",57332,95,Ellen Gordon,5442510,Consumer Staples
1556,WLDN,"Willdan Group, Inc.",57294,52,Thomas Brisbin,2990848,Industrials
939,WSBC,"WesBanco, Inc.",57184,47,Todd Clossin,2706287,Financials
392,COKE,"Coca-Cola Consolidated, Inc.",57152,237,J. Harrison,13545136,Consumer Staples
692,FAF,First American Financial Corporation,57046,189,Dennis Gilmore,10791103,Financials
1975,ALX,"Alexander's, Inc.",57039,3,Steven Roth,169698,Real Estate
1469,PLUG,Plug Power Inc.,57038,916,Andrew Marsh,52248305,Industrials
1549,VSEC,VSE Corporation,57026,41,John Cuomo,2348503,Industrials
822,OSBC,"Old Second Bancorp, Inc.",56977,30,James Eccher,1717080,Financials
1764,PAYX,"Paychex, Inc.",56960,194,Martin Mucci,11025026,Information Technology
2148,NOVA,"Sunnova Energy International, Inc.",56908,26,William Berger,1465350,Utilities
683,EHTH,"eHealth, Inc.",56861,187,Francis Soistman Jr.,10645998,Financials
729,GL,Globe Life Inc.,56843,147,Gary Coleman,8353754,Financials
1472,PRIM,Primoris Services Corporation,56828,61,Thomas McCormick,3446638,Industrials
226,LAD,"Lithia Motors, Inc.",56825,185,Bryan DeBoer,10532359,Consumer Discretionary
7,AUD,"Audacy, Inc.",56639,44,David Field,2511305,Communication Services
192,GNTX,Gentex Corporation,56636,64,Steven Downing,3642695,Consumer Discretionary
795,MSBI,"Midland States Bancorp, Inc.",56630,28,Jeffrey Ludwig,1581174,Financials
1310,CWST,"Casella Waste Systems, Inc.",56624,75,John Casella,4233954,Industrials
1923,NEM,Newmont Corporation,56621,224,Thomas Palmer,12667105,Materials
710,FISI,"Financial Institutions, Inc.",56579,26,Martin Birmingham,1490369,Financials
1561,WSO,"Watsco, Inc.",56525,189,Albert Nahmad,10672518,Industrials
1231,XRAY,DENTSPLY SIRONA Inc.,56466,164,Donald Casey Jr.,9251884,Health Care
1465,PH,Parker-Hannifin Corporation,56416,327,Thomas Williams,18448169,Industrials
1804,SNX,TD SYNNEX Corporation,56410,169,Richard Hume,9529362,Information Technology
321,SNBR,Sleep Number Corporation,56397,170,Shelly Ibach,9599571,Consumer Discretionary
239,LNW,"Light & Wonder, Inc.",56305,240,Barry Cottle,13485500,Consumer Discretionary
1333,ETN,Eaton Corporation plc,56287,344,Craig Arnold,19367607,Industrials
1245,AIN,Albany International Corp.,56279,84,A. Higgins,4725711,Industrials
860,RNST,Renasant Corporation,56268,57,C. Waycaster,3190763,Financials
709,FIBK,"First Interstate BancSystem, Inc.",56252,57,Kevin Riley,3201243,Financials
696,FBNC,First Bancorp,56251,26,Richard Moore,1487248,Financials
378,BG,Bunge Limited,56216,287,Gregory Heckman,16148227,Consumer Staples
1686,GPN,Global Payments Inc.,56202,415,Jeffrey Sloan,23318393,Information Technology
1440,MSA,"MSA Safety, Inc.",56109,121,Nishan Vartanian,6794020,Industrials
811,NWLI,"National Western Life Group, Inc.",56081,121,Ross Moody,6763351,Financials
1239,ACA,"Arcosa, Inc.",56080,100,Antonio Carrillo,5632354,Industrials
1060,HCA,"HCA Healthcare, Inc.",56044,368,Samuel Hazen,20635260,Health Care
214,HVT,"Haverty Furniture Companies, Inc.",56028,56,Clarence Smith,3161832,Consumer Discretionary
1510,SWK,"Stanley Black & Decker, Inc.",56016,235,James Loree,13167893,Industrials
1145,OPCH,"Option Care Health, Inc.",55994,132,John Rademacher,7407511,Health Care
1826,UI,Ubiquiti Inc.,55929,9,Robert Pera,478907,Information Technology
215,HZO,"MarineMax, Inc.",55916,98,W. McGill,5457691,Consumer Discretionary
973,AORT,"Artivion, Inc.",55878,85,James Mackin,4749584,Health Care
1301,CR,Crane Holdings Co.,55772,170,Max Mitchell,9484490,Industrials
1269,ATSG,"Air Transport Services Group, Inc.",55720,47,Richard Corrado,2600154,Industrials
2036,IRT,"Independence Realty Trust, Inc.",55669,81,Scott Schaeffer,4517543,Real Estate
495,DK,"Delek US Holdings, Inc.",55645,156,Ezra Yemin,8668413,Energy
1739,NATI,National Instruments Corporation,55621,147,Eric Starkloff,8190385,Information Technology
238,LL,"LL Flooring Holdings, Inc.",55600,39,Charles Tyson,2174088,Consumer Discretionary
400,ENR,"Energizer Holdings, Inc.",55599,163,Mark LaVigne,9048440,Consumer Staples
1430,MGRC,McGrath RentCorp,55325,59,Joseph Hanna,3261680,Industrials
634,CAC,Camden National Corporation,55302,43,Gregory Dufour,2375909,Financials
633,C,Citigroup Inc.,55285,372,Jane Fraser,20541324,Financials
1206,THC,Tenet Healthcare Corporation,55245,383,Saum Sutaria,21153672,Health Care
1387,HY,"Hyster-Yale Materials Handling, Inc.",55213,47,Alfred Rankin,2612927,Industrials
418,KDP,Keurig Dr Pepper Inc.,55207,141,Robert Gamgort,7772521,Consumer Staples
1419,LNN,Lindsay Corporation,55195,65,Randy Wood,3567631,Industrials
469,XXII,"22nd Century Group, Inc.",55189,46,James Mish,2534484,Consumer Staples
1185,SGRY,"Surgery Partners, Inc.",55154,78,J. Evans,4307123,Health Care
802,NBTB,NBT Bancorp Inc.,55154,50,John Watt Jr.,2766141,Financials
1565,XYL,Xylem Inc.,55094,190,Patrick Decker,10441670,Industrials
715,FMNB,Farmers National Banc Corp.,55069,30,Kevin Helmick,1644323,Financials
1352,GE,General Electric Company,55064,412,H. Culp Jr.,22663449,Industrials
615,BHB,Bar Harbor Bankshares,55038,33,Curtis Simard,1796471,Financials
117,BLD,TopBuild Corp.,54929,86,Robert Buck,4729324,Consumer Discretionary
195,GPI,"Group 1 Automotive, Inc.",54880,156,Earl Hesterberg,8577257,Consumer Discretionary
299,RGR,"Sturm, Ruger & Company, Inc.",54777,70,Christopher Killoy,3815695,Consumer Discretionary
1274,B,Barnes Group Inc.,54760,192,Patrick Dempsey,10496468,Industrials
327,THO,"Thor Industries, Inc.",54701,290,Robert Martin,15866718,Consumer Discretionary
755,IBCP,Independent Bank Corporation,54695,25,William Kessel,1340891,Financials
1323,DY,"Dycom Industries, Inc.",54670,88,Steven Nielsen,4801952,Industrials
1943,SEE,Sealed Air Corporation,54633,177,Edward Doheny II,9674692,Materials
84,WLY,"John Wiley & Sons, Inc.",54568,91,Brian Napack,4948300,Communication Services
967,AMPH,"Amphastar Pharmaceuticals, Inc.",54552,119,Jack Zhang,6509420,Health Care
241,LOPE,"Grand Canyon Education, Inc.",54529,34,Brian Mueller,1843058,Consumer Discretionary
600,ASB,Associated Banc-Corp,54378,208,Andrew Harmening,11330092,Financials
617,BHLB,"Berkshire Hills Bancorp, Inc.",54367,42,Nitin Mhatre,2292852,Financials
1895,FMC,FMC Corporation,54297,156,Mark Douglas,8489671,Materials
966,AMN,"AMN Healthcare Services, Inc.",54225,175,Susan Salka,9472551,Health Care
843,PRAA,"PRA Group, Inc.",54208,104,Kevin Stevenson,5636586,Financials
4,ATNI,"ATN International, Inc.",54116,62,Michael Prior,3379851,Communication Services
1864,ATR,"AptarGroup, Inc.",54090,173,Stephan Tanda,9379483,Materials
1401,JELD,"JELD-WEN Holding, Inc.",54078,139,Gary Michel,7514917,Industrials
135,CLAR,Clarus Corporation,54074,143,Warren Kanders,7721987,Consumer Discretionary
1066,HSKA,Heska Corporation,54001,358,Kevin Wilson,19350468,Health Care
408,HAIN,"The Hain Celestial Group, Inc.",53987,136,Mark Schiller,7326221,Consumer Staples
861,ROOT,"Root, Inc.",53885,107,Alexander Timm,5784695,Financials
1298,CMI,Cummins Inc.,53864,290,N. Linebarger,15645919,Industrials
1899,GPK,Graphic Packaging Holding Company,53803,136,Michael Doss,7309269,Materials
1898,GLT,Glatfelter Corporation,53800,86,Dante Parrini,4611728,Materials
770,L,Loews Corporation,53781,114,James Tisch,6119523,Financials
2094,TRC,Tejon Ranch Co.,53728,35,Gregory Bielli,1872299,Real Estate
1442,MTW,"The Manitowoc Company, Inc.",53696,92,Aaron Ravenscroft,4952777,Industrials
66,SBGI,"Sinclair Broadcast Group, Inc.",53677,289,Christopher Ripley,15532018,Communication Services
906,TRMK,Trustmark Corporation,53652,46,Duane Dewey,2472426,Financials
1494,SAVE,"Spirit Airlines, Inc.",53603,72,Edward Christie III,3871281,Industrials
200,GRPN,"Groupon, Inc.",53570,176,Kedar Deshpande,9419692,Consumer Discretionary
844,PRG,"PROG Holdings, Inc.",53542,139,Steven Michaels,7458031,Financials
781,MBWM,Mercantile Bank Corporation,53499,23,Robert Kaminski Jr.,1208919,Financials
845,PRI,"Primerica, Inc.",53485,95,Glenn Williams,5055625,Financials
1471,POWL,"Powell Industries, Inc.",53405,45,Brett Cope,2382478,Industrials
1467,PLOW,"Douglas Dynamics, Inc.",53382,63,Robert McCormick,3338813,Industrials
336,TPX,"Tempur Sealy International, Inc.",53370,372,Scott Thompson,19854617,Consumer Discretionary
1009,CHE,Chemed Corporation,53365,218,Kevin McNamara,11659622,Health Care
1242,AGCO,AGCO Corporation,53354,210,Eric Hansotia,11181748,Industrials
228,LCII,LCI Industries,53338,206,Jason Lippert,10993750,Consumer Discretionary
1307,CTAS,Cintas Corporation,53321,146,Todd Schneider,7777100,Industrials
1892,ESI,Element Solutions Inc,53279,96,Benjamin Gliklich,5107649,Materials
216,IBP,"Installed Building Products, Inc.",53221,82,Jeffrey Edwards,4351277,Consumer Discretionary
1451,NPO,"EnPro Industries, Inc.",53217,51,Eric Vaillancourt,2719416,Industrials
1936,RPM,RPM International Inc.,53131,170,Frank Sullivan,9053579,Materials
930,WAFD,"Washington Federal, Inc.",53109,68,Brent Beardall,3596934,Financials
1327,EME,"EMCOR Group, Inc.",53094,208,Anthony Guzzi,11024040,Industrials
891,STC,Stewart Information Services Corporation,53039,97,Frederick Eppinger Jr.,5147655,Financials
1482,ROAD,"Construction Partners, Inc.",53024,74,Fred Smith III,3939343,Industrials
1159,PKI,"PerkinElmer, Inc.",52960,182,Prahlad Singh,9661006,Health Care
938,WRLD,World Acceptance Corporation,52799,18,R. Prashad,933965,Financials
2048,MAA,"Mid-America Apartment Communities, Inc.",52777,145,H. Bolton,7667655,Real Estate
277,PAG,"Penske Automotive Group, Inc.",52712,132,Roger Penske,6981685,Consumer Discretionary
817,OMF,"OneMain Holdings, Inc.",52697,412,Douglas Shulman,21715068,Financials
1865,AVD,American Vanguard Corporation,52603,47,Eric Wintemute,2464213,Materials
1392,IIIN,"Insteel Industries, Inc.",52533,47,H. Woltz III,2475749,Industrials
1933,PTVE,"Pactiv Evergreen, Inc.",52411,124,Michael King,6504291,Materials
1866,AVNT,Avient Corporation,52371,179,Robert Patterson,9382531,Materials
1477,REVG,"REV Group, Inc.",52347,112,Rodney Rushing,5874288,Industrials
1995,CSR,Centerspace,52346,44,Mark Decker Jr.,2307770,Real Estate
1889,ECL,Ecolab Inc.,52339,160,Christophe Beck,8365889,Materials
848,QCRH,"QCR Holdings, Inc.",52334,37,Larry Helling,1939141,Financials
434,PEP,"PepsiCo, Inc.",52297,488,Ramon Laguarta,25506607,Consumer Staples
1236,AAON,"AAON, Inc.",52267,56,Gary Fields,2912108,Industrials
1325,EBF,"Ennis, Inc.",52249,109,Keith Walters,5687358,Industrials
1020,CRL,"Charles River Laboratories International, Inc.",51848,264,James Foster,13705581,Health Care
1921,MTX,Minerals Technologies Inc.,51830,137,Douglas Dietrich,7085896,Materials
826,PEBO,Peoples Bancorp Inc.,51803,28,Charles Sulerzyski,1461456,Financials
1393,IR,"Ingersoll Rand, Inc.",51757,205,Vicente Reynal,10613486,Industrials
1744,NOVT,Novanta Inc.,51744,239,Matthijs Glastra,12375690,Information Technology
1500,SNDR,"Schneider National, Inc.",51677,131,Mark Rourke,6752187,Industrials
223,KMX,"CarMax, Inc.",51674,265,William Nash,13689123,Consumer Discretionary
1571,ACN,Accenture Plc,51635,653,Julie Sweet,33701108,Information Technology
1951,SWM,"Mativ Holdings, Inc.",51521,100,Jeffrey Kramer,5150672,Materials
534,NR,"Newpark Resources, Inc.",51514,74,Paul Howes,3830170,Energy
1559,WNC,Wabash National Corporation,51460,90,Brent Yeagy,4605980,Industrials
340,TWOU,"2U, Inc.",51451,338,Christopher Paucek,17406594,Consumer Discretionary
1123,MTD,Mettler-Toledo International Inc.,51436,230,Patrick Kaltenbach,11811322,Health Care
338,TTSH,"Tile Shop Holdings, Inc.",51408,24,Cabell Lolmaugh,1223452,Consumer Discretionary
425,LW,"Lamb Weston Holdings, Inc.",51398,153,Thomas Werner,7858113,Consumer Staples
110,BC,Brunswick Corporation,51391,188,David Foulkes,9637406,Consumer Discretionary
1260,APOG,"Apogee Enterprises, Inc.",51364,62,Ty Silberhorn,3199648,Industrials
988,AZTA,"Azenta, Inc.",51135,91,Stephen Schwartz,4668378,Health Care
1290,CAT,Caterpillar Inc.,51102,475,Donald Umpleby III,24298032,Industrials
1520,TNC,Tennant Company,51033,84,David Huml,4303328,Industrials
458,TWNK,"Hostess Brands, Inc.",51008,106,Andrew Callahan,5396483,Consumer Staples
972,ANTM,"Elevance Health, Inc.",51005,379,Gail Boudreaux,19348241,Health Care
254,MCFT,"Mastercraft Boat Holdings, Inc.",51000,49,Frederick Brightbill,2491868,Consumer Discretionary
828,PFC,Premier Financial Corp.,50835,36,Gary Small,1845827,Financials
1481,RLGT,"Radiant Logistics, Inc.",50821,35,Bohn Crain,1761132,Industrials
1464,PGTI,"PGT Innovations, Inc.",50806,70,Jeffrey Jackson,3531219,Industrials
181,FOXF,Fox Factory Holding Corp.,50792,154,Michael Dennison,7817826,Consumer Discretionary
57,OMC,"Omnicom Group, Inc.",50612,395,John Wren,19981715,Communication Services
12,CCO,"Clear Channel Outdoor Holdings, Inc.",50547,123,Christopher Eccleshare,6234771,Communication Services
1337,FBHS,"Fortune Brands Innovations, Inc.",50540,201,Nicholas Fink,10170381,Industrials
407,GO,Grocery Outlet Holding Corp.,50531,79,Eric Lindberg Jr.,4008964,Consumer Staples
724,FRST,Primis Financial Corp.,50442,32,Dennis Zember Jr.,1617767,Financials
20,DIS,The Walt Disney Company,50430,644,Robert Chapek,32464293,Communication Services
971,ANIP,"ANI Pharmaceuticals, Inc.",50403,130,Nikhil Lalwani,6541060,Health Care
1541,UPS,"United Parcel Service, Inc.",50379,548,Carol Tome,27620893,Industrials
410,HRL,Hormel Foods Corporation,50369,188,James Snee,9478102,Consumer Staples
893,SYF,Synchrony Financial,50316,176,Brian Doubles,8880347,Financials
1425,MAS,Masco Corporation,50305,267,Keith Allman,13410774,Industrials
636,CADE,Cadence Bank,50305,210,James Rollins,10577641,Financials
599,AROW,Arrow Financial Corporation,50278,43,Thomas Murphy,2146089,Financials
451,STKL,SunOpta Inc.,50227,47,Joseph Ennen,2342370,Consumer Staples
775,LKFN,Lakeland Financial Corporation,50198,38,David Findlay,1919909,Financials
1149,PAHC,Phibro Animal Health Corporation,50194,72,Jack Bendheim,3609499,Health Care
793,MPB,"Mid Penn Bancorp, Inc.",50186,23,Rory Ritrievi,1148556,Financials
1753,NXPI,NXP Semiconductors NV,50138,417,Kurt Sievers,20911892,Information Technology
1296,CLVT,Clarivate Plc,50138,106,Jerre Stead,5322010,Industrials
1514,TEX,Terex Corporation,50120,190,John Garrison,9540015,Industrials
1398,JBLU,JetBlue Airways Corporation,50115,69,Robin Hayes,3449755,Industrials
1545,VMI,"Valmont Industries, Inc.",50040,147,Stephen Kaniewski,7337975,Industrials
1322,DXPE,"DXP Enterprises, Inc.",50000,48,David Little,2380437,Industrials
914,UCBI,"United Community Banks, Inc.",49989,60,H. Harton,3015446,Financials
442,RAD,Rite Aid Corporation,49984,198,Heyward Donigan,9911507,Consumer Staples
1462,OTIS,Otis Worldwide Corp.,49941,276,Judith Marks,13770306,Industrials
1473,PRLB,"Proto Labs, Inc.",49852,61,Robert Bodor,3022116,Industrials
1515,TGI,"Triumph Group, Inc.",49800,119,Daniel Crowley,5923036,Industrials
900,THFF,First Financial Corporation,49744,44,Norman Lowery,2186641,Financials
137,CNTY,"Century Casinos, Inc.",49694,28,Peter Hoetzinger,1401028,Consumer Discretionary
1356,GIC,Global Industrial Company,49500,60,Barry Litwin,2994500,Industrials
387,CENT,Central Garden & Pet Company,49377,134,Timothy Cofer,6625249,Consumer Staples
549,REX,REX American Resources Corporation,49293,45,Zafar Rizvi,2225200,Energy
423,LANC,Lancaster Colony Corporation,49121,76,David Ciesinski,3744293,Consumer Staples
1730,MPWR,"Monolithic Power Systems, Inc.",48913,414,Michael Hsing,20254831,Information Technology
232,LEG,"Leggett & Platt, Incorporated",48862,189,Karl Glassman,9210966,Consumer Discretionary
890,STBA,"S&T Bancorp, Inc.",48816,18,Christopher McComish,887244,Financials
1321,DOV,Dover Corporation,48794,289,Richard Tobin,14085860,Industrials
1537,ULH,"Universal Logistics Holdings, Inc.",48746,21,Timothy Phillips,1000165,Industrials
